,title,artist,duration_ms,explicit,popularity,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_href,analysis_url
7171,Stop! In The Name Of Love,The Supremes,172040,False,0,spotify:track:1xkLLbpo3y4KNy64EFVB9C,0.603,0.633,0,-5.832,1,0.0287,0.799,0.0,0.115,0.504,115.884,https://api.spotify.com/v1/tracks/1xkLLbpo3y4KNy64EFVB9C,https://api.spotify.com/v1/audio-analysis/1xkLLbpo3y4KNy64EFVB9C
7172,No Filter (feat. Madison Love),Black Coast,243000,False,28,spotify:track:6aRvRhWAF2AYgDnNXEUOy3,0.544,0.73,9,-5.346,0,0.0284,0.115,0.0,0.108,0.501,89.979,https://api.spotify.com/v1/tracks/6aRvRhWAF2AYgDnNXEUOy3,https://api.spotify.com/v1/audio-analysis/6aRvRhWAF2AYgDnNXEUOy3
7173,This Love (EFL116) - Solis & Sean Truby Remix,Kyau & Albert,232689,False,1,spotify:track:4tNPqm4rUM5KO276gi7nBo,0.457,0.88,9,-8.731,1,0.0515,0.000213,0.275,0.613,0.0754,133.105,https://api.spotify.com/v1/tracks/4tNPqm4rUM5KO276gi7nBo,https://api.spotify.com/v1/audio-analysis/4tNPqm4rUM5KO276gi7nBo
7174,Let's Dance to Joy Division,The Wombats,191293,False,63,spotify:track:7v9Ne4758aGFfFc5avh89h,0.397,0.839,4,-6.674,1,0.102,0.00125,0.0,0.576,0.764,116.947,https://api.spotify.com/v1/tracks/7v9Ne4758aGFfFc5avh89h,https://api.spotify.com/v1/audio-analysis/7v9Ne4758aGFfFc5avh89h
7175,Summer Love,One Direction,208200,False,0,spotify:track:2LjmbI7LJt0RDg612cBi7U,0.499,0.593,9,-5.38,1,0.031,0.355,0.0,0.391,0.286,122.025,https://api.spotify.com/v1/tracks/2LjmbI7LJt0RDg612cBi7U,https://api.spotify.com/v1/audio-analysis/2LjmbI7LJt0RDg612cBi7U
7176,If You Ever Want To Be In Love,James Bay,238973,False,31,spotify:track:1tPl1jU0g8dNdhvHnvVNoy,0.683,0.837,0,-5.46,1,0.0307,0.0276,2.98e-05,0.0627,0.565,115.933,https://api.spotify.com/v1/tracks/1tPl1jU0g8dNdhvHnvVNoy,https://api.spotify.com/v1/audio-analysis/1tPl1jU0g8dNdhvHnvVNoy
7177,Bold as Love,John Mayer,258160,False,51,spotify:track:50DMG6AvtNzbrxMc62w6ph,0.439,0.59,1,-6.407,1,0.0417,0.0995,0.00221,0.0718,0.4,125.897,https://api.spotify.com/v1/tracks/50DMG6AvtNzbrxMc62w6ph,https://api.spotify.com/v1/audio-analysis/50DMG6AvtNzbrxMc62w6ph
7178,Love Robbery,Kalin and Myles,183093,False,50,spotify:track:4tVycdWXDOb0j2A9NQLmjl,0.887,0.725,8,-3.79,1,0.144,0.0321,2.47e-06,0.0855,0.736,90.024,https://api.spotify.com/v1/tracks/4tVycdWXDOb0j2A9NQLmjl,https://api.spotify.com/v1/audio-analysis/4tVycdWXDOb0j2A9NQLmjl
7179,Loveblood,Sundara Karma,245120,False,0,spotify:track:6Ntw7a75QeRdBy5twUjwDM,0.373,0.89,2,-4.607,1,0.0544,2.24e-05,0.0601,0.408,0.222,170.042,https://api.spotify.com/v1/tracks/6Ntw7a75QeRdBy5twUjwDM,https://api.spotify.com/v1/audio-analysis/6Ntw7a75QeRdBy5twUjwDM
7180,Gotta Be Love (EFL116) - Giuseppe Ottaviani Remix,Armin van Buuren,129257,False,1,spotify:track:1oUJ3d9fxgyVeWOouuFTF1,0.534,0.915,6,-7.904,1,0.0522,0.000655,0.00187,0.469,0.225,138.689,https://api.spotify.com/v1/tracks/1oUJ3d9fxgyVeWOouuFTF1,https://api.spotify.com/v1/audio-analysis/1oUJ3d9fxgyVeWOouuFTF1
7181,The Burden,Weeping Willows,236066,False,36,spotify:track:46LJxnfgq4QspkXlJGkiO1,0.494,0.515,4,-7.97,0,0.0264,0.513,0.00142,0.194,0.287,87.086,https://api.spotify.com/v1/tracks/46LJxnfgq4QspkXlJGkiO1,https://api.spotify.com/v1/audio-analysis/46LJxnfgq4QspkXlJGkiO1
7182,Made to Love,John Legend,240346,False,50,spotify:track:1G2Ya2ubnlS7xFfs1CfY3j,0.607,0.639,3,-6.099,0,0.0285,0.0348,0.00785,0.0927,0.359,107.006,https://api.spotify.com/v1/tracks/1G2Ya2ubnlS7xFfs1CfY3j,https://api.spotify.com/v1/audio-analysis/1G2Ya2ubnlS7xFfs1CfY3j
7183,Love Like This,RY X,250701,False,0,spotify:track:2FCckttvtgRkQHkeWHer6J,0.376,0.13,11,-14.972,1,0.0328,0.968,0.687,0.105,0.0586,125.97,https://api.spotify.com/v1/tracks/2FCckttvtgRkQHkeWHer6J,https://api.spotify.com/v1/audio-analysis/2FCckttvtgRkQHkeWHer6J
7184,Nobody to Love,Alex Newell,204321,False,0,spotify:track:2CwpR24w47Gusfmv42SKdF,0.569,0.864,6,-2.431,1,0.243,0.068,7.37e-06,0.363,0.557,113.918,https://api.spotify.com/v1/tracks/2CwpR24w47Gusfmv42SKdF,https://api.spotify.com/v1/audio-analysis/2CwpR24w47Gusfmv42SKdF
7185,Say Hey (I Love You),Michael Franti & Spearhead,235760,False,0,spotify:track:0nnxf8p851ZR49KFnGWVsB,0.738,0.983,5,-4.374,0,0.0855,0.038,5.93e-06,0.183,0.957,92.998,https://api.spotify.com/v1/tracks/0nnxf8p851ZR49KFnGWVsB,https://api.spotify.com/v1/audio-analysis/0nnxf8p851ZR49KFnGWVsB
7186,Barbie Doll,Night Lovell,237666,True,0,spotify:track:1NJXcipOmgwBYvZkjKeLmt,0.849,0.66,0,-7.195,1,0.0516,0.133,7.96e-06,0.296,0.629,99.988,https://api.spotify.com/v1/tracks/1NJXcipOmgwBYvZkjKeLmt,https://api.spotify.com/v1/audio-analysis/1NJXcipOmgwBYvZkjKeLmt
7187,Love Mashup 2015 (By DJ Chetas),Shankar-Ehsaan-Loy,289259,False,52,spotify:track:7p5uzwVPw0XJmtZSmrsQ8P,0.552,0.791,11,-4.681,1,0.0358,0.0538,0.0,0.102,0.309,99.742,https://api.spotify.com/v1/tracks/7p5uzwVPw0XJmtZSmrsQ8P,https://api.spotify.com/v1/audio-analysis/7p5uzwVPw0XJmtZSmrsQ8P
7188,Kids In Love (feat. Keyloud),Kamilo,187245,False,8,spotify:track:7CAvD0ARkA5unKeeBXfPVo,0.434,0.809,11,-5.487,0,0.209,0.0552,0.000118,0.11,0.16,191.867,https://api.spotify.com/v1/tracks/7CAvD0ARkA5unKeeBXfPVo,https://api.spotify.com/v1/audio-analysis/7CAvD0ARkA5unKeeBXfPVo
7189,Get It Shawty,Lloyd,209533,False,61,spotify:track:2a03afRiyAbNAleOByVju4,0.822,0.905,5,-4.032,0,0.241,0.123,0.0,0.0496,0.674,128.014,https://api.spotify.com/v1/tracks/2a03afRiyAbNAleOByVju4,https://api.spotify.com/v1/audio-analysis/2a03afRiyAbNAleOByVju4
7190,Fill Your Brains (Love Thy Brother Remix),Love Thy Brother,223058,False,0,spotify:track:66aNaxoHTMUcTSzSDeZztu,0.415,0.885,1,-4.675,1,0.0703,0.318,0.0469,0.0947,0.306,170.169,https://api.spotify.com/v1/tracks/66aNaxoHTMUcTSzSDeZztu,https://api.spotify.com/v1/audio-analysis/66aNaxoHTMUcTSzSDeZztu
7191,Higher Love - Decco Remix,Alex Vargas,207920,False,18,spotify:track:0aCIl4v9O46Pc8YIT0Xcxz,0.583,0.502,7,-9.857,0,0.0707,0.134,2.12e-06,0.104,0.219,113.097,https://api.spotify.com/v1/tracks/0aCIl4v9O46Pc8YIT0Xcxz,https://api.spotify.com/v1/audio-analysis/0aCIl4v9O46Pc8YIT0Xcxz
7192,I Feel Love,Donna Summer,493600,False,49,spotify:track:4rS63BySQrdWuTswkkZ5iS,0.689,0.675,0,-16.248,1,0.0434,0.0127,0.647,0.0987,0.937,128.1,https://api.spotify.com/v1/tracks/4rS63BySQrdWuTswkkZ5iS,https://api.spotify.com/v1/audio-analysis/4rS63BySQrdWuTswkkZ5iS
7193,True Love,Ariana Grande,166253,False,43,spotify:track:4NRF1B6kriUmtXflcVmed7,0.561,0.368,8,-7.351,1,0.0338,0.0763,1.99e-06,0.1,0.237,101.978,https://api.spotify.com/v1/tracks/4NRF1B6kriUmtXflcVmed7,https://api.spotify.com/v1/audio-analysis/4NRF1B6kriUmtXflcVmed7
7194,Baby Boy (feat. Sean Paul),Beyoncé,244866,False,51,spotify:track:6dF5QhnUT1pjG0mDCbEYVf,0.689,0.478,1,-9.142,1,0.231,0.0881,2.45e-06,0.357,0.774,91.039,https://api.spotify.com/v1/tracks/6dF5QhnUT1pjG0mDCbEYVf,https://api.spotify.com/v1/audio-analysis/6dF5QhnUT1pjG0mDCbEYVf
7195,The Book Of Love,Peter Gabriel,232720,False,0,spotify:track:5ufkhTglJSRjcxgBWE55xk,0.158,0.164,8,-15.053,1,0.0335,0.833,4.79e-05,0.101,0.178,83.997,https://api.spotify.com/v1/tracks/5ufkhTglJSRjcxgBWE55xk,https://api.spotify.com/v1/audio-analysis/5ufkhTglJSRjcxgBWE55xk
7196,Lovesick,Mura Masa,196546,True,50,spotify:track:3GGg9FWBlAjrAvC16kazer,0.66,0.707,3,-7.103,0,0.304,0.143,0.243,0.0442,0.771,85.445,https://api.spotify.com/v1/tracks/3GGg9FWBlAjrAvC16kazer,https://api.spotify.com/v1/audio-analysis/3GGg9FWBlAjrAvC16kazer
7197,Don't Wanna Fall In Love,KYLE,232368,True,0,spotify:track:5KbwfZTcyt5REWi1ZSN4J8,0.487,0.617,0,-6.9,1,0.275,0.0151,0.0,0.356,0.604,132.088,https://api.spotify.com/v1/tracks/5KbwfZTcyt5REWi1ZSN4J8,https://api.spotify.com/v1/audio-analysis/5KbwfZTcyt5REWi1ZSN4J8
7198,Turn Me Loose,Loverboy,337933,False,58,spotify:track:2Z81PDDYNMTxZKiU2XIuFx,0.588,0.641,5,-12.205,1,0.0312,0.0841,0.000663,0.303,0.548,119.374,https://api.spotify.com/v1/tracks/2Z81PDDYNMTxZKiU2XIuFx,https://api.spotify.com/v1/audio-analysis/2Z81PDDYNMTxZKiU2XIuFx
7199,Trying Not To Love You,Nickelback,251866,False,35,spotify:track:2vbg4NjcxpsJDbPfp0PjFg,0.472,0.919,11,-4.292,0,0.0461,0.0181,0.0,0.129,0.406,159.992,https://api.spotify.com/v1/tracks/2vbg4NjcxpsJDbPfp0PjFg,https://api.spotify.com/v1/audio-analysis/2vbg4NjcxpsJDbPfp0PjFg
7200,Lover Of The Light,Mumford & Sons,314893,False,0,spotify:track:0Wc3Q9hGSCyUWVY0cxSJDK,0.301,0.702,2,-6.635,1,0.0491,0.00795,0.000389,0.273,0.345,106.845,https://api.spotify.com/v1/tracks/0Wc3Q9hGSCyUWVY0cxSJDK,https://api.spotify.com/v1/audio-analysis/0Wc3Q9hGSCyUWVY0cxSJDK
7201,"Can You Feel the Love Tonight - End Title/ From ""The Lion King""/Soundtrack Version",Elton John,241013,False,61,spotify:track:0EANX0OVKSCcmarY50Xa4p,0.309,0.181,10,-17.022,1,0.0337,0.87,0.000279,0.118,0.146,124.711,https://api.spotify.com/v1/tracks/0EANX0OVKSCcmarY50Xa4p,https://api.spotify.com/v1/audio-analysis/0EANX0OVKSCcmarY50Xa4p
7202,I Will Always Love You,Whitney Houston,270760,False,3,spotify:track:2ZpjnusToPrH3KCFKJIcTJ,0.311,0.216,4,-12.555,1,0.0355,0.841,5.31e-06,0.0862,0.104,134.051,https://api.spotify.com/v1/tracks/2ZpjnusToPrH3KCFKJIcTJ,https://api.spotify.com/v1/audio-analysis/2ZpjnusToPrH3KCFKJIcTJ
7203,Hate It Or Love It - G-Unit Remix,50 Cent,263786,True,60,spotify:track:6TYPoBrn53njY2C0WwdmA1,0.799,0.76,2,-3.318,1,0.222,0.271,0.0,0.185,0.543,99.994,https://api.spotify.com/v1/tracks/6TYPoBrn53njY2C0WwdmA1,https://api.spotify.com/v1/audio-analysis/6TYPoBrn53njY2C0WwdmA1
7204,Sowing The Seeds Of Love,Tears For Fears,376733,False,0,spotify:track:5bEr0tYW6xvT73OiKVcEgq,0.208,0.793,0,-7.232,1,0.0513,0.0114,5.67e-05,0.354,0.708,174.472,https://api.spotify.com/v1/tracks/5bEr0tYW6xvT73OiKVcEgq,https://api.spotify.com/v1/audio-analysis/5bEr0tYW6xvT73OiKVcEgq
7205,Poison Love,Alison Krauss,175093,False,15,spotify:track:7y5wxyiOc0gVEwljclBHHg,0.523,0.707,5,-7.227,1,0.0347,0.291,4.74e-05,0.133,0.927,185.112,https://api.spotify.com/v1/tracks/7y5wxyiOc0gVEwljclBHHg,https://api.spotify.com/v1/audio-analysis/7y5wxyiOc0gVEwljclBHHg
7206,"Can You Feel The Love Tonight/Nants' Ingonyama - From ""The Lion King""",Jason Derulo,229626,False,40,spotify:track:7gs2duQMGhBFCKuL5CWNHy,0.453,0.384,0,-9.074,1,0.0368,0.549,0.0,0.105,0.51,77.052,https://api.spotify.com/v1/tracks/7gs2duQMGhBFCKuL5CWNHy,https://api.spotify.com/v1/audio-analysis/7gs2duQMGhBFCKuL5CWNHy
7207,Love-Hate-Sex-Pain,Godsmack,315453,False,59,spotify:track:36QG29bbGuJkxNgzY6o9Mu,0.215,0.911,9,-4.715,1,0.0394,6.07e-05,3.47e-06,0.183,0.47,183.535,https://api.spotify.com/v1/tracks/36QG29bbGuJkxNgzY6o9Mu,https://api.spotify.com/v1/audio-analysis/36QG29bbGuJkxNgzY6o9Mu
7208,Love Is A Verb,John Mayer,144400,False,55,spotify:track:03XjpGGdsIPouALXem2Cku,0.738,0.284,9,-12.0,1,0.0425,0.445,0.00129,0.119,0.461,65.977,https://api.spotify.com/v1/tracks/03XjpGGdsIPouALXem2Cku,https://api.spotify.com/v1/audio-analysis/03XjpGGdsIPouALXem2Cku
7209,Used To Love You,Yuna,209746,False,45,spotify:track:7nOtXCM1w97j4KeBRH2rPj,0.621,0.461,8,-7.65,1,0.0713,0.24,0.00133,0.12,0.301,137.941,https://api.spotify.com/v1/tracks/7nOtXCM1w97j4KeBRH2rPj,https://api.spotify.com/v1/audio-analysis/7nOtXCM1w97j4KeBRH2rPj
7210,Love Stuck,Mother Mother,221720,False,42,spotify:track:39FZK6LHDBAOk3ChBAolg5,0.667,0.861,7,-4.43,1,0.0339,0.0209,5.43e-06,0.0841,0.645,106.997,https://api.spotify.com/v1/tracks/39FZK6LHDBAOk3ChBAolg5,https://api.spotify.com/v1/audio-analysis/39FZK6LHDBAOk3ChBAolg5
7211,"Love, Lust, And Liars",I Prevail,202146,True,0,spotify:track:4dhXwXbotkIV3RsOtEowfm,0.505,0.973,11,-5.048,0,0.177,8.75e-05,0.0162,0.338,0.291,129.041,https://api.spotify.com/v1/tracks/4dhXwXbotkIV3RsOtEowfm,https://api.spotify.com/v1/audio-analysis/4dhXwXbotkIV3RsOtEowfm
7212,Is This Love?,James Arthur,187626,False,46,spotify:track:1ezEEKOlrQ3gfMV5608xxn,0.557,0.865,2,-4.864,1,0.0387,0.0237,0.0,0.176,0.603,140.035,https://api.spotify.com/v1/tracks/1ezEEKOlrQ3gfMV5608xxn,https://api.spotify.com/v1/audio-analysis/1ezEEKOlrQ3gfMV5608xxn
7213,Talking About Love,King Topher,207619,False,0,spotify:track:1RU2RF3jSyU8o3QbOpTroT,0.682,0.935,9,-1.503,0,0.0336,0.00978,0.0106,0.122,0.412,125.995,https://api.spotify.com/v1/tracks/1RU2RF3jSyU8o3QbOpTroT,https://api.spotify.com/v1/audio-analysis/1RU2RF3jSyU8o3QbOpTroT
7214,Love Is Not Over (Full Length Edition),BTS,221689,False,0,spotify:track:0LjTKFTbgRT2KnH5ScMGL0,0.688,0.571,4,-5.45,0,0.0628,0.118,0.0,0.135,0.279,105.054,https://api.spotify.com/v1/tracks/0LjTKFTbgRT2KnH5ScMGL0,https://api.spotify.com/v1/audio-analysis/0LjTKFTbgRT2KnH5ScMGL0
7215,Love Me Now,Jess and Gabriel,229473,False,23,spotify:track:2f9ycyq7MHZaCvxcDumyi9,0.399,0.158,11,-16.505,1,0.0488,0.883,0.0,0.099,0.196,170.756,https://api.spotify.com/v1/tracks/2f9ycyq7MHZaCvxcDumyi9,https://api.spotify.com/v1/audio-analysis/2f9ycyq7MHZaCvxcDumyi9
7216,Love Me Like You - Christmas Mix,Little Mix,209306,False,0,spotify:track:7ojnswb6OzsOg9B3UJbKel,0.709,0.732,7,-3.204,1,0.0315,0.0117,0.0,0.398,0.924,104.986,https://api.spotify.com/v1/tracks/7ojnswb6OzsOg9B3UJbKel,https://api.spotify.com/v1/audio-analysis/7ojnswb6OzsOg9B3UJbKel
7217,Fooled Around And Fell In Love,Elvin Bishop,274333,False,55,spotify:track:6BJTagJUFeUxHpVWxTmatw,0.634,0.796,10,-6.374,1,0.031,0.0427,0.0309,0.155,0.565,113.475,https://api.spotify.com/v1/tracks/6BJTagJUFeUxHpVWxTmatw,https://api.spotify.com/v1/audio-analysis/6BJTagJUFeUxHpVWxTmatw
7218,Our Love,Samm Henshaw,185622,False,0,spotify:track:0SpVbtssPegVSizgGVpJ3o,0.832,0.788,11,-4.024,0,0.0993,0.0192,0.0,0.0571,0.961,115.98,https://api.spotify.com/v1/tracks/0SpVbtssPegVSizgGVpJ3o,https://api.spotify.com/v1/audio-analysis/0SpVbtssPegVSizgGVpJ3o
7219,If I Didn't Have Your Love,Leonard Cohen,216000,False,42,spotify:track:0WRusLjr3XEIBu44E8dFT6,0.734,0.171,2,-18.303,1,0.0571,0.755,0.00482,0.0952,0.198,116.057,https://api.spotify.com/v1/tracks/0WRusLjr3XEIBu44E8dFT6,https://api.spotify.com/v1/audio-analysis/0WRusLjr3XEIBu44E8dFT6
7220,Still Loving You,Scorpions,387000,False,0,spotify:track:0HKOiphhmmShycugrccUoz,0.282,0.401,8,-12.308,0,0.0338,0.135,0.00109,0.18,0.101,108.23,https://api.spotify.com/v1/tracks/0HKOiphhmmShycugrccUoz,https://api.spotify.com/v1/audio-analysis/0HKOiphhmmShycugrccUoz
7221,Nothing's Gonna Change My Love for You,Glenn Medeiros,229320,False,41,spotify:track:7jm0IzjrIszyKEYKUXZWbY,0.432,0.448,1,-12.521,1,0.0361,0.571,0.0,0.0771,0.445,141.996,https://api.spotify.com/v1/tracks/7jm0IzjrIszyKEYKUXZWbY,https://api.spotify.com/v1/audio-analysis/7jm0IzjrIszyKEYKUXZWbY
7222,Ohio Is for Lovers,Hawthorne Heights,244480,False,0,spotify:track:6QfnvcOKsdN4Q6exUWVuzn,0.568,0.835,8,-6.896,0,0.0687,0.0411,0.0,0.357,0.625,170.045,https://api.spotify.com/v1/tracks/6QfnvcOKsdN4Q6exUWVuzn,https://api.spotify.com/v1/audio-analysis/6QfnvcOKsdN4Q6exUWVuzn
7223,Crazy In Love,Eminem,242306,True,51,spotify:track:0bCCMwWTaYOcQ4v8EeEYmd,0.679,0.732,4,-6.583,0,0.246,0.0221,0.0,0.127,0.775,80.003,https://api.spotify.com/v1/tracks/0bCCMwWTaYOcQ4v8EeEYmd,https://api.spotify.com/v1/audio-analysis/0bCCMwWTaYOcQ4v8EeEYmd
7224,Where's My Love - JordanXL Remix,SYML,218293,False,0,spotify:track:4G2M7koxLbWEFSdSwTLLsP,0.701,0.423,5,-8.98,0,0.0423,0.0184,0.00555,0.365,0.306,110.061,https://api.spotify.com/v1/tracks/4G2M7koxLbWEFSdSwTLLsP,https://api.spotify.com/v1/audio-analysis/4G2M7koxLbWEFSdSwTLLsP
7225,Red Red Wine,UB40,320933,False,63,spotify:track:1tOE1dIyIjsfLJWiQ4ZRJW,0.814,0.363,1,-15.675,1,0.0644,0.00614,0.000177,0.101,0.842,89.157,https://api.spotify.com/v1/tracks/1tOE1dIyIjsfLJWiQ4ZRJW,https://api.spotify.com/v1/audio-analysis/1tOE1dIyIjsfLJWiQ4ZRJW
7226,Lover Dearest,Marianas Trench,243613,False,33,spotify:track:4dSO8azgLJBK99tXvqWn84,0.341,0.563,7,-6.054,1,0.0319,0.004,0.0,0.103,0.298,163.967,https://api.spotify.com/v1/tracks/4dSO8azgLJBK99tXvqWn84,https://api.spotify.com/v1/audio-analysis/4dSO8azgLJBK99tXvqWn84
7227,Good Kinda Love,Jojo Mason,184179,False,0,spotify:track:0FoT8ONZMbUDtG9fl88UMb,0.522,0.877,1,-3.487,1,0.0335,0.00775,7.04e-05,0.0804,0.716,91.995,https://api.spotify.com/v1/tracks/0FoT8ONZMbUDtG9fl88UMb,https://api.spotify.com/v1/audio-analysis/0FoT8ONZMbUDtG9fl88UMb
7228,Love Is Wicked,Brick & Lace,241653,False,0,spotify:track:2uBFTrgPZpSLOEoUBd0N5f,0.783,0.795,1,-6.687,1,0.0601,0.00378,2.93e-06,0.191,0.369,99.968,https://api.spotify.com/v1/tracks/2uBFTrgPZpSLOEoUBd0N5f,https://api.spotify.com/v1/audio-analysis/2uBFTrgPZpSLOEoUBd0N5f
7229,"Baby, I Love Your Way - Live",Peter Frampton,281066,False,60,spotify:track:1ksayCHVLH4eKFm43GFokU,0.518,0.786,7,-5.739,1,0.0357,0.448,2.5e-05,0.7,0.463,72.269,https://api.spotify.com/v1/tracks/1ksayCHVLH4eKFm43GFokU,https://api.spotify.com/v1/audio-analysis/1ksayCHVLH4eKFm43GFokU
7230,I Luv Your Girl,The-Dream,267866,True,61,spotify:track:3wkNK8tJZ2stygNJm8RCRD,0.723,0.322,8,-9.702,1,0.0341,0.014,0.0,0.119,0.0406,90.063,https://api.spotify.com/v1/tracks/3wkNK8tJZ2stygNJm8RCRD,https://api.spotify.com/v1/audio-analysis/3wkNK8tJZ2stygNJm8RCRD
7231,I Love That I Hate You,Kane Brown,187412,False,42,spotify:track:3wbhzLFCwJ0faJe0g6HDG6,0.632,0.574,7,-5.608,1,0.0276,0.00739,0.0,0.101,0.63,84.974,https://api.spotify.com/v1/tracks/3wbhzLFCwJ0faJe0g6HDG6,https://api.spotify.com/v1/audio-analysis/3wbhzLFCwJ0faJe0g6HDG6
7232,It Might Be You - Theme from Everyday I Love You,Michael Pangilinan,252969,False,61,spotify:track:4FdQYoWFym37QDQ2GkEHi1,0.541,0.435,6,-7.404,1,0.0242,0.314,3.28e-06,0.114,0.242,95.023,https://api.spotify.com/v1/tracks/4FdQYoWFym37QDQ2GkEHi1,https://api.spotify.com/v1/audio-analysis/4FdQYoWFym37QDQ2GkEHi1
7233,Some Type of Love,Charlie Puth,187906,False,38,spotify:track:1KoSVcMX0QEQSvqxTemRnR,0.702,0.595,2,-6.005,1,0.0912,0.392,0.0,0.0753,0.366,90.497,https://api.spotify.com/v1/tracks/1KoSVcMX0QEQSvqxTemRnR,https://api.spotify.com/v1/audio-analysis/1KoSVcMX0QEQSvqxTemRnR
7234,You Really Got a Hold on Me,Percy Sledge,173893,False,37,spotify:track:7zvwxa2s4zIX7y49plhrmo,0.676,0.245,0,-14.27,1,0.0298,0.677,0.0,0.319,0.531,86.338,https://api.spotify.com/v1/tracks/7zvwxa2s4zIX7y49plhrmo,https://api.spotify.com/v1/audio-analysis/7zvwxa2s4zIX7y49plhrmo
7235,Someone To Love,J. Moore,261558,False,0,spotify:track:4rCZ6DbEq18AT1AFSN6v4U,0.379,0.0836,11,-22.86,1,0.0273,0.715,0.811,0.0831,0.0371,89.986,https://api.spotify.com/v1/tracks/4rCZ6DbEq18AT1AFSN6v4U,https://api.spotify.com/v1/audio-analysis/4rCZ6DbEq18AT1AFSN6v4U
7236,Your Love Is a Lie,Simple Plan,221960,True,44,spotify:track:5veTPYnAviWwQ73hMVTwb5,0.502,0.867,5,-3.557,0,0.0501,0.00127,0.0,0.0896,0.574,159.95,https://api.spotify.com/v1/tracks/5veTPYnAviWwQ73hMVTwb5,https://api.spotify.com/v1/audio-analysis/5veTPYnAviWwQ73hMVTwb5
7237,No Love,Lyves,265416,False,27,spotify:track:24DZNq3FuQkF9j0wJGi9Zn,0.492,0.55,9,-9.241,0,0.0458,0.32,0.000141,0.0757,0.148,143.978,https://api.spotify.com/v1/tracks/24DZNq3FuQkF9j0wJGi9Zn,https://api.spotify.com/v1/audio-analysis/24DZNq3FuQkF9j0wJGi9Zn
7238,Love You Goodbye,One Direction,196933,False,0,spotify:track:4aBvNdk441AYYJ1BRgDkrH,0.546,0.657,1,-4.787,1,0.0332,0.0928,0.0,0.119,0.361,133.188,https://api.spotify.com/v1/tracks/4aBvNdk441AYYJ1BRgDkrH,https://api.spotify.com/v1/audio-analysis/4aBvNdk441AYYJ1BRgDkrH
7239,Time Is Love,Josh Turner,200373,False,54,spotify:track:2rg3yLJKN5Yl4JCHHkMgeC,0.663,0.814,2,-4.987,1,0.0466,0.0653,0.000252,0.0823,0.547,111.97,https://api.spotify.com/v1/tracks/2rg3yLJKN5Yl4JCHHkMgeC,https://api.spotify.com/v1/audio-analysis/2rg3yLJKN5Yl4JCHHkMgeC
7240,Fix My Eyes,for KING & COUNTRY,215933,False,0,spotify:track:5BkzAbGuEWK1sctnDyTFRE,0.576,0.761,0,-5.306,1,0.0376,0.0435,2.56e-06,0.055,0.607,99.995,https://api.spotify.com/v1/tracks/5BkzAbGuEWK1sctnDyTFRE,https://api.spotify.com/v1/audio-analysis/5BkzAbGuEWK1sctnDyTFRE
7241,Little Lover,Nick Broadhurst,239794,False,0,spotify:track:1t2DpS6WxY0JGX3IJCLQfQ,0.552,0.279,4,-8.254,0,0.0417,0.697,0.000515,0.0985,0.19,91.892,https://api.spotify.com/v1/tracks/1t2DpS6WxY0JGX3IJCLQfQ,https://api.spotify.com/v1/audio-analysis/1t2DpS6WxY0JGX3IJCLQfQ
7242,Love Yourself,Conor Maynard,156456,False,43,spotify:track:0Cgd9QmbRtRbKXKyOlVnGb,0.8,0.406,4,-9.167,1,0.335,0.82,0.0,0.237,0.728,99.949,https://api.spotify.com/v1/tracks/0Cgd9QmbRtRbKXKyOlVnGb,https://api.spotify.com/v1/audio-analysis/0Cgd9QmbRtRbKXKyOlVnGb
7243,Why I Love You,MAJOR.,235907,False,48,spotify:track:2xN98jvoGdfBzPS0HDMlXT,0.363,0.214,8,-10.348,1,0.0332,0.683,0.0,0.122,0.21,80.354,https://api.spotify.com/v1/tracks/2xN98jvoGdfBzPS0HDMlXT,https://api.spotify.com/v1/audio-analysis/2xN98jvoGdfBzPS0HDMlXT
7244,When You Believe - from The Prince of Egypt,Whitney Houston,272893,False,64,spotify:track:0JN7vUgUolHGHFrOR8xk7S,0.436,0.391,1,-9.62,0,0.0326,0.554,0.0,0.12,0.126,125.354,https://api.spotify.com/v1/tracks/0JN7vUgUolHGHFrOR8xk7S,https://api.spotify.com/v1/audio-analysis/0JN7vUgUolHGHFrOR8xk7S
7245,I Will Always Love You,Dolly Parton,176093,False,58,spotify:track:6nRvgo4ySezQKD1D7NIqAu,0.446,0.142,9,-13.498,1,0.0335,0.96,0.00114,0.101,0.156,135.724,https://api.spotify.com/v1/tracks/6nRvgo4ySezQKD1D7NIqAu,https://api.spotify.com/v1/audio-analysis/6nRvgo4ySezQKD1D7NIqAu
7246,Love Song to the Earth,Paul McCartney,231679,False,51,spotify:track:2Rbq28aQomoEswOXeK27CE,0.377,0.629,6,-7.243,0,0.0341,0.032,0.0,0.0777,0.14,140.044,https://api.spotify.com/v1/tracks/2Rbq28aQomoEswOXeK27CE,https://api.spotify.com/v1/audio-analysis/2Rbq28aQomoEswOXeK27CE
